BCV	text	func_morph	form_morph	strongs	lemma	normalized
Matt 13:43	βασιλείᾳ	N-DSF	N-DSF	932	βασιλεία	βασιλείᾳ	
Matt 13:43	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Matt 13:43	Πατρὸς	N-GSM	N-GSM	3962	πατήρ	Πατρός	
Matt 13:43	αὐτῶν.	P-GPM	P-GPM	846	αὐτός	αὐτῶν	
Matt 13:43	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 13:43	ἔχων	V-PAP-NSM	V-PAP-NSM	2192&5723	ἔχω	ἔχων	
Matt 13:43	ὦτα	N-APN	N-APN	3775	οὖς	ὦτα	
Matt 13:43	ἀκουέτω.	V-PAM-3S	V-PAM-3S	191&5720	ἀκούω	ἀκουέτω	
Matt 13:44	Ὁμοία	A-NSF	A-NSF	3664	ὅμοιος	Ὁμοία	
Matt 13:44	ἐστὶν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἐστίν	
Matt 13:44	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
Matt 13:44	βασιλεία	N-NSF	N-NSF	932	βασιλεία	βασιλεία	
Matt 13:44	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
Matt 13:44	οὐρανῶν	N-GPM	N-GPM	3772	οὐρανός	οὐρανῶν	
Matt 13:44	θησαυρῷ	N-DSM	N-DSM	2344	θησαυρός	θησαυρῷ	
Matt 13:44	κεκρυμμένῳ	V-RPP-DSM	V-RPP-DSM	2928&5772	κρύπτω	κεκρυμμένῳ	
Matt 13:44	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 13:44	τῷ	T-DSM	T-DSM	3588	ὁ	τῷ	
Matt 13:44	ἀγρῷ,	N-DSM	N-DSM	68	ἀγρός	ἀγρῷ	
Matt 13:44	ὃν	R-ASM	R-ASM	3739	ὅς	ὅν	
Matt 13:44	εὑρὼν	V-2AAP-NSM	V-2AAP-NSM	2147&5631	εὑρίσκω	εὑρών	
Matt 13:44	ἄνθρωπος	N-NSM	N-NSM	444	ἄνθρωπος	ἄνθρωπος	
Matt 13:44	ἔκρυψεν,	V-AAI-3S	V-AAI-3S	2928&5656	κρύπτω	ἔκρυψεν	
Matt 13:44	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 13:44	ἀπὸ	PREP	PREP	575	ἀπό	ἀπό	
Matt 13:44	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
Matt 13:44	χαρᾶς	N-GSF	N-GSF	5479	χαρά	χαρᾶς	
Matt 13:44	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 13:44	ὑπάγει	V-PAI-3S	V-PAI-3S	5217&5719	ὑπάγω	ὑπάγει	
Matt 13:44	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 13:44	πωλεῖ	V-PAI-3S	V-PAI-3S	4453&5719	πωλέω	πωλεῖ	
Matt 13:44	ὅσα	K-APN	K-APN	3745	ὅσος	ὅσα	
Matt 13:44	ἔχει	V-PAI-3S	V-PAI-3S	2192&5719	ἔχω	ἔχει	
Matt 13:44	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 13:44	ἀγοράζει	V-PAI-3S	V-PAI-3S	59&5719	ἀγοράζω	ἀγοράζει	
Matt 13:44	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Matt 13:44	ἀγρὸν	N-ASM	N-ASM	68	ἀγρός	ἀγρόν	
Matt 13:44	ἐκεῖνον.	D-ASM	D-ASM	1565	ἐκεῖνος	ἐκεῖνον	
Matt 13:45	Πάλιν	ADV	ADV	3825	πάλιν	Πάλιν	
Matt 13:45	ὁμοία	A-NSF	A-NSF	3664	ὅμοιος	ὁμοία	
Matt 13:45	ἐστὶν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἐστίν	
Matt 13:45	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
Matt 13:45	βασιλεία	N-NSF	N-NSF	932	βασιλεία	βασιλεία	
Matt 13:45	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
Matt 13:45	οὐρανῶν	N-GPM	N-GPM	3772	οὐρανός	οὐρανῶν	
Matt 13:45	ἐμπόρῳ	N-DSM	N-DSM	1713	ἔμπορος	ἐμπόρῳ	
Matt 13:45	ζητοῦντι	V-PAP-DSM	V-PAP-DSM	2212&5723	ζητέω	ζητοῦντι	
Matt 13:45	καλοὺς	A-APM	A-APM	2570	καλός	καλούς	
Matt 13:45	μαργαρίτας·	N-APM	N-APM	3135	μαργαρίτης	μαργαρίτας	
Matt 13:46	εὑρὼν	V-2AAP-NSM	V-2AAP-NSM	2147&5631	εὑρίσκω	εὑρών	
Matt 13:46	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 13:46	ἕνα	A-ASM	A-ASM	1520	εἷς	ἕνα	
Matt 13:46	πολύτιμον	A-ASM	A-ASM	4186	πολύτιμος	πολύτιμον	
Matt 13:46	μαργαρίτην	N-ASM	N-ASM	3135	μαργαρίτης	μαργαρίτην	
Matt 13:46	ἀπελθὼν	V-2AAP-NSM	V-2AAP-NSM	565&5631	ἀπέρχομαι	ἀπελθών	
Matt 13:46	πέπρακεν	V-RAI-3S	V-RAI-3S	4097&5758	πιπράσκω	πέπρακεν	
Matt 13:46	πάντα	A-APN	A-APN	3956	πᾶς	πάντα	
Matt 13:46	ὅσα	K-APN	K-APN	3745	ὅσος	ὅσα	
Matt 13:46	εἶχεν	V-IAI-3S	V-IAI-3S	2192&5707	ἔχω	εἶχεν	
Matt 13:46	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 13:46	ἠγόρασεν	V-AAI-3S	V-AAI-3S	59&5656	ἀγοράζω	ἠγόρασεν	
Matt 13:46	αὐτόν.	P-ASM	P-ASM	846	αὐτός	αὐτόν	
Matt 13:47	Πάλιν	ADV	ADV	3825	πάλιν	Πάλιν	
Matt 13:47	ὁμοία	A-NSF	A-NSF	3664	ὅμοιος	ὁμοία	
Matt 13:47	ἐστὶν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἐστίν	
Matt 13:47	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
Matt 13:47	βασιλεία	N-NSF	N-NSF	932	βασιλεία	βασιλεία	
Matt 13:47	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
Matt 13:47	οὐρανῶν	N-GPM	N-GPM	3772	οὐρανός	οὐρανῶν	
Matt 13:47	σαγήνῃ	N-DSF	N-DSF	4522	σαγήνη	σαγήνῃ	
Matt 13:47	βληθείσῃ	V-APP-DSF	V-APP-DSF	906&5685	βάλλω	βληθείσῃ	
Matt 13:47	εἰς	PREP	PREP	1519	εἰς	εἰς	
Matt 13:47	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Matt 13:47	θάλασσαν	N-ASF	N-ASF	2281	θάλασσα	θάλασσαν	
Matt 13:47	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 13:47	ἐκ	PREP	PREP	1537	ἐκ	ἐκ	
Matt 13:47	παντὸς	A-GSN	A-GSN	3956	πᾶς	παντός	
Matt 13:47	γένους	N-GSN	N-GSN	1085	γένος	γένους	
Matt 13:47	συναγαγούσῃ·	V-2AAP-DSF	V-2AAP-DSF	4863&5631	συνάγω	συναγαγούσῃ	
Matt 13:48	ἣν	R-ASF	R-ASF	3739	ὅς	ἥν	
Matt 13:48	ὅτε	ADV	ADV	3753	ὅτε	ὅτε	
Matt 13:48	ἐπληρώθη	V-API-3S	V-API-3S	4137&5681	πληρόω	ἐπληρώθη	
Matt 13:48	ἀναβιβάσαντες	V-AAP-NPM	V-AAP-NPM	307&5660	ἀναβιβάζω	ἀναβιβάσαντες	
Matt 13:48	ἐπὶ	PREP	PREP	1909	ἐπί	ἐπί	
Matt 13:48	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Matt 13:48	αἰγιαλὸν	N-ASM	N-ASM	123	αἰγιαλός	αἰγιαλόν	
Matt 13:48	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 13:48	καθίσαντες	V-AAP-NPM	V-AAP-NPM	2523&5660	καθίζω	καθίσαντες	
Matt 13:48	συνέλεξαν	V-AAI-3P	V-AAI-3P	4816&5656	συλλέγω	συνέλεξαν	
Matt 13:48	τὰ	T-APN	T-APN	3588	ὁ	τά	
Matt 13:48	καλὰ	A-APN	A-APN	2570	καλός	καλά	
Matt 13:48	εἰς	PREP	PREP	1519	εἰς	εἰς	
Matt 13:48	ἄγγη,	N-APN	N-APN	030	ἄγγος	ἄγγη	
Matt 13:48	τὰ	T-APN	T-APN	3588	ὁ	τά	
Matt 13:48	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 13:48	σαπρὰ	A-APN	A-APN	4550	σαπρός	σαπρά	
Matt 13:48	ἔξω	ADV	ADV	1854	ἔξω	ἔξω	
Matt 13:48	ἔβαλον.	V-2AAI-3P	V-2AAI-3P	906&5627	βάλλω	ἔβαλον	
Matt 13:49	οὕτως	ADV	ADV	3779	οὕτω	οὕτως	
Matt 13:49	ἔσται	V-FDI-3S	V-FDI-3S	1510&5695	εἰμί	ἔσται	
Matt 13:49	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 13:49	τῇ	T-DSF	T-DSF	3588	ὁ	τῇ	
Matt 13:49	συντελείᾳ	N-DSF	N-DSF	4930	συντέλεια	συντελείᾳ	
Matt 13:49	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Matt 13:49	αἰῶνος·	N-GSM	N-GSM	165	αἰών	αἰῶνος	
Matt 13:49	ἐξελεύσονται	V-FDI-3P	V-FDI-3P	1831&5695	ἐξέρχομαι	ἐξελεύσονται	
Matt 13:49	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
Matt 13:49	ἄγγελοι	N-NPM	N-NPM	32	ἄγγελος	ἄγγελοι	
Matt 13:49	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 13:49	ἀφοριοῦσιν	V-FAI-3P-ATT	V-FAI-3P-ATT	873&5692	ἀφορίζω	ἀφοριοῦσιν	
Matt 13:49	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
Matt 13:49	πονηροὺς	A-APM	A-APM	4190	πονηρός	πονηρούς	
Matt 13:49	ἐκ	PREP	PREP	1537	ἐκ	ἐκ	
Matt 13:49	μέσου	A-GSN	A-GSN	3319	μέσος	μέσου	
Matt 13:49	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
Matt 13:49	δικαίων,	A-GPM	A-GPM	1342	δίκαιος	δικαίων	
Matt 13:50	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 13:50	βαλοῦσιν	V-FAI-3P	V-FAI-3P	906&5692	βάλλω	βαλοῦσιν	
Matt 13:50	αὐτοὺς	P-APM	P-APM	846	αὐτός	αὐτούς	
Matt 13:50	εἰς	PREP	PREP	1519	εἰς	εἰς	
Matt 13:50	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Matt 13:50	κάμινον	N-ASF	N-ASF	2575	κάμινος	κάμινον	
Matt 13:50	τοῦ	T-GSN	T-GSN	3588	ὁ	τοῦ	
Matt 13:50	πυρός·	N-GSN	N-GSN	4442	πῦρ	πυρός	
Matt 13:50	ἐκεῖ	ADV	ADV	1563	ἐκεῖ	ἐκεῖ	
Matt 13:50	ἔσται	V-FDI-3S	V-FDI-3S	1510&5695	εἰμί	ἔσται	
Matt 13:50	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 13:50	κλαυθμὸς	N-NSM	N-NSM	2805	κλαυθμός	κλαυθμός	
Matt 13:50	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 13:50	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 13:50	βρυγμὸς	N-NSM	N-NSM	1030	βρυγμός	βρυγμός	
Matt 13:50	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
Matt 13:50	ὀδόντων.	N-GPM	N-GPM	3599	ὀδούς	ὀδόντων	
Matt 13:51	Συνήκατε	V-AAI-2P	V-AAI-2P	4920&5656	συνίημι	Συνήκατε	
Matt 13:51	ταῦτα	D-APN	D-APN	3778	οὗτος	ταῦτα	
Matt 13:51	πάντα;	A-APN	A-APN	3956	πᾶς	πάντα	
Matt 13:51	λέγουσιν	V-PAI-3P	V-PAI-3P	3004&5719	λέγω	λέγουσιν	
Matt 13:51	αὐτῷ	P-DSM	P-DSM	846	αὐτός	αὐτῷ	
Matt 13:51	Ναί.	PRT	PRT	3483	ναί	Ναί	
Matt 13:52	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 13:52	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 13:52	εἶπεν	V-2AAI-3S	V-2AAI-3S	3004&5627	λέγω	εἶπεν	
Matt 13:52	αὐτοῖς	P-DPM	P-DPM	846	αὐτός	αὐτοῖς	
Matt 13:52	Διὰ	PREP	PREP	1223	διά	Διά	
Matt 13:52	τοῦτο	D-ASN	D-ASN	3778	οὗτος	τοῦτο	
Matt 13:52	πᾶς	A-NSM	A-NSM	3956	πᾶς	πᾶς	
Matt 13:52	γραμματεὺς	N-NSM	N-NSM	1122	γραμματεύς	γραμματεύς	
Matt 13:52	μαθητευθεὶς	V-APP-NSM	V-APP-NSM	3100&5685	μαθητεύω	μαθητευθείς	
Matt 13:52	τῇ	T-DSF	T-DSF	3588	ὁ	τῇ	
Matt 13:52	βασιλείᾳ	N-DSF	N-DSF	932	βασιλεία	βασιλείᾳ	
Matt 13:52	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
Matt 13:52	οὐρανῶν	N-GPM	N-GPM	3772	οὐρανός	οὐρανῶν	
Matt 13:52	ὅμοιός	A-NSM	A-NSM	3664	ὅμοιος	ὅμοιος	
Matt 13:52	ἐστιν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἐστιν	
Matt 13:52	ἀνθρώπῳ	N-DSM	N-DSM	444	ἄνθρωπος	ἀνθρώπῳ	
Matt 13:52	οἰκοδεσπότῃ	N-DSM	N-DSM	3617	οἰκοδεσπότης	οἰκοδεσπότῃ	
Matt 13:52	ὅστις	R-NSM	R-NSM	3748	ὅστις	ὅστις	
Matt 13:52	ἐκβάλλει	V-PAI-3S	V-PAI-3S	1544&5719	ἐκβάλλω	ἐκβάλλει	
Matt 13:52	ἐκ	PREP	PREP	1537	ἐκ	ἐκ	
Matt 13:52	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Matt 13:52	θησαυροῦ	N-GSM	N-GSM	2344	θησαυρός	θησαυροῦ	
Matt 13:52	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 13:52	καινὰ	A-APN	A-APN	2537	καινός	καινά	
Matt 13:52	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 13:52	παλαιά.	A-APN	A-APN	3820	παλαιός	παλαιά	
Matt 13:53	Καὶ	CONJ	CONJ	2532	καί	Καί	
Matt 13:53	ἐγένετο	V-2ADI-3S	V-2ADI-3S	1096&5633	γίνομαι	ἐγένετο	
Matt 13:53	ὅτε	ADV	ADV	3753	ὅτε	ὅτε	
Matt 13:53	ἐτέλεσεν	V-AAI-3S	V-AAI-3S	5055&5656	τελέω	ἐτέλεσεν	
Matt 13:53	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 13:53	Ἰησοῦς	N-NSM	N-NSM	2424	Ἰησοῦς	Ἰησοῦς	
Matt 13:53	τὰς	T-APF	T-APF	3588	ὁ	τάς	
Matt 13:53	παραβολὰς	N-APF	N-APF	3850	παραβολή	παραβολάς	
Matt 13:53	ταύτας,	D-APF	D-APF	3778	οὗτος	ταύτας	
Matt 13:53	μετῆρεν	V-AAI-3S	V-AAI-3S	3332&5656	μεταίρω	μετῆρεν	
Matt 13:53	ἐκεῖθεν.	ADV	ADV	1564	ἐκεῖθεν	ἐκεῖθεν	
Matt 13:54	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 13:54	ἐλθὼν	V-2AAP-NSM	V-2AAP-NSM	2064&5631	ἔρχομαι	ἐλθών	
Matt 13:54	εἰς	PREP	PREP	1519	εἰς	εἰς	
Matt 13:54	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Matt 13:54	πατρίδα	N-ASF	N-ASF	3968	πατρίς	πατρίδα	
Matt 13:54	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 13:54	ἐδίδασκεν	V-IAI-3S	V-IAI-3S	1321&5707	διδάσκω	ἐδίδασκεν	
Matt 13:54	αὐτοὺς	P-APM	P-APM	846	αὐτός	αὐτούς	
Matt 13:54	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 13:54	τῇ	T-DSF	T-DSF	3588	ὁ	τῇ	
Matt 13:54	συναγωγῇ	N-DSF	N-DSF	4864	συναγωγή	συναγωγῇ	
Matt 13:54	αὐτῶν,	P-GPM	P-GPM	846	αὐτός	αὐτῶν	
Matt 13:54	ὥστε	CONJ	CONJ	5620	ὥστε	ὥστε	
Matt 13:54	ἐκπλήσσεσθαι	V-PPN	V-PEN	1605&5745	ἐκπλήσσω	ἐκπλήσσεσθαι	
Matt 13:54	αὐτοὺς	P-APM	P-APM	846	αὐτός	αὐτούς	
Matt 13:54	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 13:54	λέγειν	V-PAN	V-PAN	3004&5721	λέγω	λέγειν	
Matt 13:54	Πόθεν	ADV-I	ADV-I	4159	πόθεν	Πόθεν	
Matt 13:54	τούτῳ	D-DSM	D-DSM	3778	οὗτος	τούτῳ	
Matt 13:54	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
Matt 13:54	σοφία	N-NSF	N-NSF	4678	σοφία	σοφία	
Matt 13:54	αὕτη	D-NSF	D-NSF	3778	οὗτος	αὕτη	
Matt 13:54	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 13:54	αἱ	T-NPF	T-NPF	3588	ὁ	αἱ	
Matt 13:54	δυνάμεις;	N-NPF	N-NPF	1411	δύναμις	δυνάμεις	
Matt 13:55	οὐχ	PRT-N	PRT-N	3756	οὐ	οὐχ	
Matt 13:55	οὗτός	D-NSM	D-NSM	3778	οὗτος	οὗτος	
Matt 13:55	ἐστιν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἐστιν	
Matt 13:55	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 13:55	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Matt 13:55	τέκτονος	N-GSM	N-GSM	5045	τέκτων	τέκτονος	
Matt 13:55	υἱός;	N-NSM	N-NSM	5207	υἱός	υἱός	
Matt 13:55	οὐχ	PRT-N	PRT-N	3756	οὐ	οὐχ	
Matt 13:55	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
Matt 13:55	μήτηρ	N-NSF	N-NSF	3384	μήτηρ	μήτηρ	
Matt 13:55	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 13:55	λέγεται	V-PPI-3S	V-PEI-3S	3004&5743	λέγω	λέγεται	
Matt 13:55	Μαριὰμ	N-PRI	N-PRI	3137	Μαρία	Μαριάμ	
Matt 13:55	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 13:55	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
Matt 13:55	ἀδελφοὶ	N-NPM	N-NPM	80	ἀδελφός	ἀδελφοί	
Matt 13:55	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 13:55	Ἰάκωβος	N-NSM	N-NSM	2385	Ἰάκωβος	Ἰάκωβος	
Matt 13:55	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 13:55	Ἰωσὴφ	N-PRI	N-PRI	2501	Ἰωσήφ	Ἰωσήφ	
Matt 13:55	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 13:55	Σίμων	N-NSM	N-NSM	4613	Σίμων	Σίμων	
Matt 13:55	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 13:55	Ἰούδας;	N-NSM	N-NSM	2455	Ἰούδας	Ἰούδας	
Matt 13:56	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 13:56	αἱ	T-NPF	T-NPF	3588	ὁ	αἱ	
Matt 13:56	ἀδελφαὶ	N-NPF	N-NPF	79	ἀδελφή	ἀδελφαί	
Matt 13:56	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 13:56	οὐχὶ	PRT-I	PRT-I	3780	οὐχί	οὐχί	
Matt 13:56	πᾶσαι	A-NPF	A-NPF	3956	πᾶς	πᾶσαι	
Matt 13:56	πρὸς	PREP	PREP	4314	πρός	πρός	
Matt 13:56	ἡμᾶς	P-1AP	P-1AP	1473	ἐγώ	ἡμᾶς	
Matt 13:56	εἰσιν;	V-PAI-3P	V-PAI-3P	1510	εἰμί	εἰσιν	
Matt 13:56	πόθεν	ADV-I	ADV-I	4159	πόθεν	πόθεν	
Matt 13:56	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
Matt 13:56	τούτῳ	D-DSM	D-DSM	3778	οὗτος	τούτῳ	
Matt 13:56	ταῦτα	D-NPN	D-NPN	3778	οὗτος	ταῦτα	
Matt 13:56	πάντα;	A-NPN	A-NPN	3956	πᾶς	πάντα	
Matt 13:57	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 13:57	ἐσκανδαλίζοντο	V-IPI-3P	V-IEI-3P	4624&5712	σκανδαλίζω	ἐσκανδαλίζοντο	
Matt 13:57	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 13:57	αὐτῷ.	P-DSM	P-DSM	846	αὐτός	αὐτῷ	
Matt 13:57	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 13:57	δὲ	CONJ	CONJ	1161	δέ	δέ	
Matt 13:57	Ἰησοῦς	N-NSM	N-NSM	2424	Ἰησοῦς	Ἰησοῦς	
Matt 13:57	εἶπεν	V-2AAI-3S	V-2AAI-3S	3004&5627	λέγω	εἶπεν	
Matt 13:57	αὐτοῖς	P-DPM	P-DPM	846	αὐτός	αὐτοῖς	
Matt 13:57	Οὐκ	PRT-N	PRT-N	3756	οὐ	Οὐκ	
Matt 13:57	ἔστιν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἔστιν	
Matt 13:57	προφήτης	N-NSM	N-NSM	4396	προφήτης	προφήτης	
Matt 13:57	ἄτιμος	A-NSM	A-NSM	820	ἄτιμος	ἄτιμος	
Matt 13:57	εἰ	COND	COND	1487	εἰ	εἰ	
Matt 13:57	μὴ	PRT-N	PRT-N	3361	μή	μή	
Matt 13:57	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 13:57	τῇ	T-DSF	T-DSF	3588	ὁ	τῇ	
Matt 13:57	πατρίδι	N-DSF	N-DSF	3968	πατρίς	πατρίδι	
Matt 13:57	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 13:57	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 13:57	τῇ	T-DSF	T-DSF	3588	ὁ	τῇ	
Matt 13:57	οἰκίᾳ	N-DSF	N-DSF	3614	οἰκία	οἰκίᾳ	
Matt 13:57	αὐτοῦ.	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 13:58	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 13:58	οὐκ	PRT-N	PRT-N	3756	οὐ	οὐκ	
Matt 13:58	ἐποίησεν	V-AAI-3S	V-AAI-3S	4160&5656	ποιέω	ἐποίησεν	
Matt 13:58	ἐκεῖ	ADV	ADV	1563	ἐκεῖ	ἐκεῖ	
Matt 13:58	δυνάμεις	N-APF	N-APF	1411	δύναμις	δυνάμεις	
Matt 13:58	πολλὰς	A-APF	A-APF	4183	πολύς	πολλάς	
Matt 13:58	διὰ	PREP	PREP	1223	διά	διά	
Matt 13:58	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Matt 13:58	ἀπιστίαν	N-ASF	N-ASF	570	ἀπιστία	ἀπιστίαν	
Matt 13:58	αὐτῶν.	P-GPM	P-GPM	846	αὐτός	αὐτῶν	
Matt 14:1	Ἐν	PREP	PREP	1722	ἐν	Ἐν	
Matt 14:1	ἐκείνῳ	D-DSM	D-DSM	1565	ἐκεῖνος	ἐκείνῳ	
Matt 14:1	τῷ	T-DSM	T-DSM	3588	ὁ	τῷ	
Matt 14:1	καιρῷ	N-DSM	N-DSM	2540	καιρός	καιρῷ	
Matt 14:1	ἤκουσεν	V-AAI-3S	V-AAI-3S	191&5656	ἀκούω	ἤκουσεν	
Matt 14:1	Ἡρῴδης	N-NSM	N-NSM	2264	Ἡρῴδης	Ἡρῴδης	
Matt 14:1	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 14:1	τετραάρχης	N-NSM	N-NSM	5076	τετραάρχης	τετραάρχης	
Matt 14:1	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Matt 14:1	ἀκοὴν	N-ASF	N-ASF	189	ἀκοή	ἀκοήν	
Matt 14:1	Ἰησοῦ,	N-GSM	N-GSM	2424	Ἰησοῦς	Ἰησοῦ	
Matt 14:2	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 14:2	εἶπεν	V-2AAI-3S	V-2AAI-3S	3004&5627	λέγω	εἶπεν	
Matt 14:2	τοῖς	T-DPM	T-DPM	3588	ὁ	τοῖς	
Matt 14:2	παισὶν	N-DPM	N-DPM	3816	παῖς	παισίν	
Matt 14:2	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Matt 14:2	Οὗτός	D-NSM	D-NSM	3778	οὗτος	Οὗτος	
Matt 14:2	ἐστιν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἐστιν	
Matt 14:2	Ἰωάνης	N-NSM	N-NSM	2491	Ἰωάννης	Ἰωάνης	
Matt 14:2	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Matt 14:2	Βαπτιστής·	N-NSM	N-NSM	910	βαπτιστής	Βαπτιστής	
Matt 14:2	αὐτὸς	P-NSM	P-NSM	846	αὐτός	αὐτός	
Matt 14:2	ἠγέρθη	V-API-3S	V-API-3S	1453&5681	ἐγείρω	ἠγέρθη	
Matt 14:2	ἀπὸ	PREP	PREP	575	ἀπό	ἀπό	
Matt 14:2	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
Matt 14:2	νεκρῶν,	A-GPM	A-GPM	3498	νεκρός	νεκρῶν	
Matt 14:2	καὶ	CONJ	CONJ	2532	καί	καί	
Matt 14:2	διὰ	PREP	PREP	1223	διά	διά	
Matt 14:2	τοῦτο	D-ASN	D-ASN	3778	οὗτος	τοῦτο	
Matt 14:2	αἱ	T-NPF	T-NPF	3588	ὁ	αἱ	
Matt 14:2	δυνάμεις	N-NPF	N-NPF	1411	δύναμις	δυνάμεις	
Matt 14:2	ἐνεργοῦσιν	V-PAI-3P	V-PAI-3P	1754&5719	ἐνεργέω	ἐνεργοῦσιν	
Matt 14:2	ἐν	PREP	PREP	1722	ἐν	ἐν	
Matt 14:2	αὐτῷ.	P-DSM	P-DSM	846	αὐτός	αὐτῷ	
Matt 14:3	Ὁ	T-NSM	T-NSM	3588	ὁ	Ὁ	
Matt 14:3	γὰρ	CONJ	CONJ	1063	γάρ	γάρ	
Matt 14:3	Ἡρῴδης	N-NSM	N-NSM	2264	Ἡρῴδης	Ἡρῴδης	
Matt 14:3	κρατήσας	V-AAP-NSM	V-AAP-NSM	2902&5660	κρατέω	κρατήσας	
Matt 14:3	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Matt 14:3	Ἰωάνην	N-ASM	N-ASM	2491	Ἰωάννης	Ἰωάνην	
